CONTRATO|TIPO|IDENTIFICADOR|FECHA|
A0100000000006Q|PR |000008074647116|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647116        ContratoPR          18503758_807464711602_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503758_807464711602_AF-08-INLI-01_C_0_20170518.PDF
A0100000000006Q|PR |000008074647154|22/03/2007|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647154        ContratoPR          18503791_807464715407_AF-03-PRPE-08_O_0_20175223.PDF                                             MASIVO      S8503791_807464715407_AF-03-PRPE-08_O_0_20175223.PDF
A0100000000006Q|PR |000008074647154|04/03/2009|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647154        ContratoPR          18503791_807464715407_AF-03-PRPE-08_C_0_20175223.PDF                                             MASIVO      S8503791_807464715407_AF-03-PRPE-08_C_0_20175223.PDF
A0100000000006Q|PR |000008074647154|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647154        ContratoPR          18503791_807464715407_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503791_807464715407_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647154|25/03/2009|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647154        ContratoPR          18503791_807464715407_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503791_807464715407_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647154|10/05/2005|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647154        ContratoPR          18503791_807464715407_AF-03-CORR-01_C_0_20175223.PDF                                             MASIVO      S8503791_807464715407_AF-03-CORR-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647154|22/03/2005|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647154        ContratoPR          18503791_807464715407_AF-05-CERA-14_C_0_20175223.PDF                                             MASIVO      S8503791_807464715407_AF-05-CERA-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647151|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647151        ContratoPR          18503788_807464715198_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503788_807464715198_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647151|22/04/1994|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647151        ContratoPR          18503788_807464715198_AF-08-CUAD-02_C_0_20175223.PDF                                             MASIVO      S8503788_807464715198_AF-08-CUAD-02_C_0_20175223.PDF
A0100000000006Q|PR |000008074647151|03/06/1992|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647151        ContratoPR          18503788_807464715198_AF-05-CERA-14_C_0_20175223.PDF                                             MASIVO      S8503788_807464715198_AF-05-CERA-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647151|24/03/1994|000000                                                                                                                                                                AF-03-PRPE-14       00000000006Q|PR |000008074647151        ContratoPR          18503788_807464715198_AF-03-PRPE-14_C_0_20175223.PDF                                             MASIVO      S8503788_807464715198_AF-03-PRPE-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647151|01/01/1901|000000                                                                                                                                                                AF-03-PRPE-14       00000000006Q|PR |000008074647151        ContratoPR          18503788_807464715198_AF-03-PRPE-14_O_0_20175223.PDF                                             MASIVO      S8503788_807464715198_AF-03-PRPE-14_O_0_20175223.PDF
A0100000000006Q|PR |000008074647152|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647152        ContratoPR          18503789_807464715209_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503789_807464715209_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647152|24/07/2009|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647152        ContratoPR          18503789_807464715209_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503789_807464715209_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647153|30/03/2006|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647153        ContratoPR          18503790_807464715308_AF-08-CUAD-02_C_0_20175223.PDF                                             MASIVO      S8503790_807464715308_AF-08-CUAD-02_C_0_20175223.PDF
A0100000000006Q|PR |000008074647153|17/04/2006|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647153        ContratoPR          18503790_807464715308_AF-03-CORR-01_O_0_20175223.PDF                                             MASIVO      S8503790_807464715308_AF-03-CORR-01_O_0_20175223.PDF
A0100000000006Q|PR |000008074647156|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647156        ContratoPR          18503793_807464715605_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503793_807464715605_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647160|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647160        ContratoPR          18503796_807464716009_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503796_807464716009_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647157|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647157        ContratoPR          18503794_807464715704_AF-08-INLI-01_C_20170524.PDF                                               MASIVO      S8503794_807464715704_AF-08-INLI-01_C_20170524.PDF
A0100000000006Q|PR |000008074647171|29/08/2013|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647171        ContratoPR          18503804_807464717106_AF-03-CORR-01_O_0_20170518.PDF                                             MASIVO      S8503804_807464717106_AF-03-CORR-01_O_0_20170518.PDF
A0100000000006Q|PR |000008074647171|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647171        ContratoPR          18503804_807464717106_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503804_807464717106_AF-08-INLI-01_C_0_20170518.PDF
A0100000000006Q|PR |000008074647171|25/03/2010|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647171        ContratoPR          18503804_807464717106_AF-03-CORR-02_C_0_20170518.PDF                                             MASIVO      S8503804_807464717106_AF-03-CORR-02_C_0_20170518.PDF
A0100000000006Q|PR |000008074647171|29/01/2007|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647171        ContratoPR          18503804_807464717106_AF-03-PRPE-08_C_0_20170518.PDF                                             MASIVO      S8503804_807464717106_AF-03-PRPE-08_C_0_20170518.PDF
A0100000000006Q|PR |000008074647172|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647172        ContratoPR          18503805_807464717205_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503805_807464717205_AF-08-INLI-01_C_0_20170518.PDF
A0100000000006Q|PR |000008074647173|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647173        ContratoPR          18503806_807464717304_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503806_807464717304_AF-08-INLI-01_C_0_20170518.PDF
A0100000000006Q|PR |000008074647174|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647174        ContratoPR          18503807_807464717403_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503807_807464717403_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647184|05/09/2007|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-03-CORR-01_O_0_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-03-CORR-01_O_0_20175223.PDF
A0100000000006Q|PR |000008074647184|05/09/2007|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-03-CORR-01_C_4_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-03-CORR-01_C_4_20175223.PDF
A0100000000006Q|PR |000008074647184|27/06/2007|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-05-CERA-14_C_2_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-05-CERA-14_C_2_20175223.PDF
A0100000000006Q|PR |000008074647183|13/07/2006|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_12_20175223.PDF                                            MASIVO      S8503811_807464718302_AF-05-CERA-14_O_12_20175223.PDF
A0100000000006Q|PR |000008074647183|01/06/2006|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_C_0_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647183|22/06/2006|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647184|09/12/2008|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647192|01/06/2006|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647192        ContratoPR          18503814_807464719201_AF-05-CERA-14_C_1_20175223.PDF                                             MASIVO      S8503814_807464719201_AF-05-CERA-14_C_1_20175223.PDF
A0100000000006Q|PR |000008074647192|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647192        ContratoPR          18503814_807464719201_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503814_807464719201_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_11_20175223.PDF                                            MASIVO      S8503811_807464718302_AF-05-CERA-14_O_11_20175223.PDF
A0100000000006Q|PR |000008074647183|01/08/2006|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_10_20175223.PDF                                            MASIVO      S8503811_807464718302_AF-05-CERA-14_O_10_20175223.PDF
A0100000000006Q|PR |000008074647183|13/07/2006|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_9_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_9_20175223.PDF
A0100000000006Q|PR |000008074647192|01/06/2006|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647192        ContratoPR          18503814_807464719201_AF-05-CERA-14_C_0_20175223.PDF                                             MASIVO      S8503814_807464719201_AF-05-CERA-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647190|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647190        ContratoPR          18503813_807464719003_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503813_807464719003_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_8_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_8_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_7_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_7_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_6_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_6_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_5_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_5_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_4_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_4_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_3_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_3_20175223.PDF
A0100000000006Q|PR |000008074647183|01/06/2006|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_2_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_2_20175223.PDF
A0100000000006Q|PR |000008074647184|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_1_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_1_20175223.PDF
A0100000000006Q|PR |000008074647183|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647183        ContratoPR          18503811_807464718302_AF-05-CERA-14_O_0_20175223.PDF                                             MASIVO      S8503811_807464718302_AF-05-CERA-14_O_0_20175223.PDF
A0100000000006Q|PR |000008074647184|05/05/2009|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-03-CORR-01_C_2_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-03-CORR-01_C_2_20175223.PDF
A0100000000006Q|PR |000008074647184|26/02/2010|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-03-CORR-01_C_1_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-03-CORR-01_C_1_20175223.PDF
A0100000000006Q|PR |000008074647184|26/02/2010|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-03-CORR-01_C_0_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-03-CORR-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647184|27/06/2007|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-05-CERA-14_C_1_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-05-CERA-14_C_1_20175223.PDF
A0100000000006Q|PR |000008074647184|27/06/2007|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647184        ContratoPR          18503812_807464718401_AF-05-CERA-14_C_0_20175223.PDF                                             MASIVO      S8503812_807464718401_AF-05-CERA-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647195|21/02/2008|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647195        ContratoPR          18503817_807464719509_AF-05-CERA-14_O_0_20175223.PDF                                             MASIVO      S8503817_807464719509_AF-05-CERA-14_O_0_20175223.PDF
A0100000000006Q|PR |000008074647193|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647193        ContratoPR          18503815_807464719399_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503815_807464719399_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647194|14/12/2012|000000                                                                                                                                                                AF-02-NOVA-04       00000000006Q|PR |000008074647194        ContratoPR          18503816_807464719498_AF-02-NOVA-04_O_0_20175223.PDF                                             MASIVO      S8503816_807464719498_AF-02-NOVA-04_O_0_20175223.PDF
A0100000000006Q|PR |000008074647194|06/05/2013|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647194        ContratoPR          18503816_807464719498_AF-03-CORR-01_O_0_20175223.PDF                                             MASIVO      S8503816_807464719498_AF-03-CORR-01_O_0_20175223.PDF
A0100000000006Q|PR |000008074647194|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647194        ContratoPR          18503816_807464719498_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503816_807464719498_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647195|21/02/2008|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647195        ContratoPR          18503817_807464719509_AF-05-CERA-14_O_1_20175223.PDF                                             MASIVO      S8503817_807464719509_AF-05-CERA-14_O_1_20175223.PDF
A0100000000006Q|PR |000008074647195|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647195        ContratoPR          18503817_807464719509_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503817_807464719509_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647196|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647196        ContratoPR          18503818_807464719608_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503818_807464719608_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647197|16/01/1993|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-05-CERA-14_C_1_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-05-CERA-14_C_1_20175223.PDF
A0100000000006Q|PR |000008074647197|10/05/2006|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-05-CERA-14_C_0_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-05-CERA-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647197|01/01/1901|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647197|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-08-INLI-01_C_1_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-08-INLI-01_C_1_20175223.PDF
A0100000000006Q|PR |000008074647197|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647197|07/09/2006|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-03-PRPE-08_O_1_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-03-PRPE-08_O_1_20175223.PDF
A0100000000006Q|PR |000008074647197|19/01/2007|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-03-PRPE-08_O_0_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-03-PRPE-08_O_0_20175223.PDF
A0100000000006Q|PR |000008074647197|13/11/2006|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-03-CORR-01_O_0_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-03-CORR-01_O_0_20175223.PDF
A0100000000006Q|PR |000008074647197|15/05/2007|000000                                                                                                                                                                AF-08-CERJ-10       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-08-CERJ-10_O_1_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-08-CERJ-10_O_1_20175223.PDF
A0100000000006Q|PR |000008074647197|12/02/2007|000000                                                                                                                                                                AF-08-CERJ-10       00000000006Q|PR |000008074647197        ContratoPR          18503819_807464719707_AF-08-CERJ-10_O_0_20175223.PDF                                             MASIVO      S8503819_807464719707_AF-08-CERJ-10_O_0_20175223.PDF
A0100000000006Q|PR |000008074647198|01/03/2007|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647198        ContratoPR          18503820_807464719806_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503820_807464719806_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647198|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647198        ContratoPR          18503820_807464719806_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503820_807464719806_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647198|02/03/2007|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647198        ContratoPR          18503820_807464719806_AF-03-PRPE-08_C_0_20175223.PDF                                             MASIVO      S8503820_807464719806_AF-03-PRPE-08_C_0_20175223.PDF
A0100000000006Q|PR |000008074647200|10/11/2005|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-03-PRPE-08_C_1_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-03-PRPE-08_C_1_20175223.PDF
A0100000000006Q|PR |000008074647201|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647201        ContratoPR          18503823_807464720110_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503823_807464720110_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647201|31/03/2003|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647201        ContratoPR          18503823_807464720110_AF-08-CUAD-02_C_0_20175223.PDF                                             MASIVO      S8503823_807464720110_AF-08-CUAD-02_C_0_20175223.PDF
A0100000000006Q|PR |000008074647201|25/03/2004|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647201        ContratoPR          18503823_807464720110_AF-03-PRPE-08_O_0_20175223.PDF                                             MASIVO      S8503823_807464720110_AF-03-PRPE-08_O_0_20175223.PDF
A0100000000006Q|PR |000008074647202|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647202        ContratoPR          18503824_807464720209_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503824_807464720209_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647199|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647199        ContratoPR          18503821_807464719905_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503821_807464719905_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647199|26/07/2013|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647199        ContratoPR          18503821_807464719905_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503821_807464719905_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647200|05/07/2005|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-01-ESIN-26_O_0_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-01-ESIN-26_O_0_20175223.PDF
A0100000000006Q|PR |000008074647200|29/11/2005|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647200|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-05-CERA-14_C_0_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-05-CERA-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647200|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-08-INLI-01_C_0_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-08-INLI-01_C_0_20175223.PDF
A0100000000006Q|PR |000008074647200|01/01/1901|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-08-CUAD-02_O_5_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-08-CUAD-02_O_5_20175223.PDF
A0100000000006Q|PR |000008074647200|16/11/2005|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-08-CUAD-02_O_4_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-08-CUAD-02_O_4_20175223.PDF
A0100000000006Q|PR |000008074647200|16/11/2005|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-08-CUAD-02_O_2_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-08-CUAD-02_O_2_20175223.PDF
A0100000000006Q|PR |000008074647200|16/11/2005|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-08-CUAD-02_O_1_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-08-CUAD-02_O_1_20175223.PDF
A0100000000006Q|PR |000008074647200|16/11/2005|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-08-CUAD-02_O_0_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-08-CUAD-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647200|10/11/2005|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647200        ContratoPR          18503822_807464720099_AF-03-PRPE-08_C_0_20175223.PDF                                             MASIVO      S8503822_807464720099_AF-03-PRPE-08_C_0_20175223.PDF
A0100000000006Q|PR |000008074647202|31/01/2005|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647202        ContratoPR          18503824_807464720209_AF-03-CORR-02_O_0_20175223.PDF                                             MASIVO      S8503824_807464720209_AF-03-CORR-02_O_0_20175223.PDF
A0100000000006Q|PR |000008074647202|12/12/2003|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647202        ContratoPR          18503824_807464720209_AF-05-CERA-14_C_0_20175223.PDF                                             MASIVO      S8503824_807464720209_AF-05-CERA-14_C_0_20175223.PDF
A0100000000006Q|PR |000008074647202|15/10/2004|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647202        ContratoPR          18503824_807464720209_AF-03-PRPE-08_O_0_20175223.PDF                                             MASIVO      S8503824_807464720209_AF-03-PRPE-08_O_0_20175223.PDF
